Department,Book Name,Author,Publisher,Accession No
Management,Management Advanced Book 8656,A. Iyer,McGraw Hill,ACC008656
Information Technology,Information Technology Advanced Book 8657,A. Iyer,Oxford,ACC008657
English,English Advanced Book 8658,D. Patel,Pearson,ACC008658
Political Science,Political Science Advanced Book 8659,P. Singh,McGraw Hill,ACC008659
Economics,Economics Advanced Book 8660,M. Khan,McGraw Hill,ACC008660
Architecture,Architecture Advanced Book 8661,D. Patel,Cambridge,ACC008661
Tamil,Tamil Advanced Book 8662,A. Iyer,Springer,ACC008662
History,History Advanced Book 8663,S. Sharma,Pearson,ACC008663
Psychology,Psychology Advanced Book 8664,S. Sharma,Elsevier,ACC008664
Civil Engineering,Civil Engineering Advanced Book 8665,M. Khan,Elsevier,ACC008665
Electrical Engineering,Electrical Engineering Advanced Book 8666,R. Kumar,Springer,ACC008666
Nursing,Nursing Advanced Book 8667,S. Sharma,Pearson,ACC008667
Electrical Engineering,Electrical Engineering Advanced Book 8668,V. Rao,McGraw Hill,ACC008668
English,English Advanced Book 8669,D. Patel,Springer,ACC008669
Electronics,Electronics Advanced Book 8670,R. Kumar,McGraw Hill,ACC008670
Law,Law Advanced Book 8671,S. Sharma,McGraw Hill,ACC008671
Psychology,Psychology Advanced Book 8672,D. Patel,Elsevier,ACC008672
Data Science,Data Science Advanced Book 8673,J. Das,Pearson,ACC008673
Economics,Economics Advanced Book 8674,V. Rao,Cambridge,ACC008674
Commerce,Commerce Advanced Book 8675,D. Patel,Wiley,ACC008675
Psychology,Psychology Advanced Book 8676,S. Sharma,Springer,ACC008676
Chemical Engineering,Chemical Engineering Advanced Book 8677,R. Kumar,Springer,ACC008677
English,English Advanced Book 8678,P. Singh,Wiley,ACC008678
Psychology,Psychology Advanced Book 8679,D. Patel,Cambridge,ACC008679
Chemical Engineering,Chemical Engineering Advanced Book 8680,A. Iyer,Wiley,ACC008680
Sociology,Sociology Advanced Book 8681,A. Iyer,Cambridge,ACC008681
Mathematics,Mathematics Advanced Book 8682,J. Das,Cambridge,ACC008682
Philosophy,Philosophy Advanced Book 8683,R. Kumar,Pearson,ACC008683
Hindi,Hindi Advanced Book 8684,J. Das,Wiley,ACC008684
Architecture,Architecture Advanced Book 8685,J. Das,Springer,ACC008685
History,History Advanced Book 8686,A. Iyer,Oxford,ACC008686
Computer Science,Computer Science Advanced Book 8687,R. Kumar,Elsevier,ACC008687
Chemistry,Chemistry Advanced Book 8688,S. Sharma,Pearson,ACC008688
Chemistry,Chemistry Advanced Book 8689,J. Das,Wiley,ACC008689
Chemical Engineering,Chemical Engineering Advanced Book 8690,R. Kumar,Wiley,ACC008690
Electronics,Electronics Advanced Book 8691,P. Singh,Pearson,ACC008691
Psychology,Psychology Advanced Book 8692,D. Patel,McGraw Hill,ACC008692
Nursing,Nursing Advanced Book 8693,S. Sharma,Cambridge,ACC008693
Electrical Engineering,Electrical Engineering Advanced Book 8694,S. Sharma,Pearson,ACC008694
Physics,Physics Advanced Book 8695,J. Das,Oxford,ACC008695
Political Science,Political Science Advanced Book 8696,M. Khan,Wiley,ACC008696
Pharmacy,Pharmacy Advanced Book 8697,J. Das,Oxford,ACC008697
Economics,Economics Advanced Book 8698,V. Rao,Pearson,ACC008698
Law,Law Advanced Book 8699,V. Rao,Cambridge,ACC008699
Law,Law Advanced Book 8700,D. Patel,Cambridge,ACC008700
Computer Science,Computer Science Advanced Book 8701,V. Rao,McGraw Hill,ACC008701
Education,Education Advanced Book 8702,P. Singh,Springer,ACC008702
Electronics,Electronics Advanced Book 8703,R. Kumar,Elsevier,ACC008703
Agriculture,Agriculture Advanced Book 8704,J. Das,McGraw Hill,ACC008704
Sociology,Sociology Advanced Book 8705,M. Khan,Cambridge,ACC008705
Tamil,Tamil Advanced Book 8706,S. Sharma,Springer,ACC008706
Commerce,Commerce Advanced Book 8707,V. Rao,Wiley,ACC008707
Computer Science,Computer Science Advanced Book 8708,D. Patel,Cambridge,ACC008708
English,English Advanced Book 8709,A. Iyer,Cambridge,ACC008709
Psychology,Psychology Advanced Book 8710,R. Kumar,Wiley,ACC008710
Political Science,Political Science Advanced Book 8711,A. Iyer,Cambridge,ACC008711
Civil Engineering,Civil Engineering Advanced Book 8712,R. Kumar,McGraw Hill,ACC008712
Computer Science,Computer Science Advanced Book 8713,V. Rao,Springer,ACC008713
Sociology,Sociology Advanced Book 8714,V. Rao,Wiley,ACC008714
History,History Advanced Book 8715,R. Kumar,Wiley,ACC008715
Philosophy,Philosophy Advanced Book 8716,V. Rao,Springer,ACC008716
Civil Engineering,Civil Engineering Advanced Book 8717,R. Kumar,Springer,ACC008717
Artificial Intelligence,Artificial Intelligence Advanced Book 8718,R. Kumar,McGraw Hill,ACC008718
Computer Science,Computer Science Advanced Book 8719,P. Singh,Springer,ACC008719
Electrical Engineering,Electrical Engineering Advanced Book 8720,V. Rao,Pearson,ACC008720
Agriculture,Agriculture Advanced Book 8721,R. Kumar,McGraw Hill,ACC008721
Data Science,Data Science Advanced Book 8722,J. Das,Cambridge,ACC008722
Nursing,Nursing Advanced Book 8723,S. Sharma,Oxford,ACC008723
Management,Management Advanced Book 8724,S. Sharma,Oxford,ACC008724
Chemistry,Chemistry Advanced Book 8725,V. Rao,Cambridge,ACC008725
Psychology,Psychology Advanced Book 8726,D. Patel,Elsevier,ACC008726
Environmental Science,Environmental Science Advanced Book 8727,R. Kumar,Pearson,ACC008727
Architecture,Architecture Advanced Book 8728,P. Singh,Pearson,ACC008728
Sociology,Sociology Advanced Book 8729,R. Kumar,Wiley,ACC008729
Philosophy,Philosophy Advanced Book 8730,A. Iyer,Oxford,ACC008730
Sociology,Sociology Advanced Book 8731,J. Das,Wiley,ACC008731
Management,Management Advanced Book 8732,A. Iyer,Springer,ACC008732
Data Science,Data Science Advanced Book 8733,S. Sharma,Elsevier,ACC008733
Artificial Intelligence,Artificial Intelligence Advanced Book 8734,V. Rao,Pearson,ACC008734
Environmental Science,Environmental Science Advanced Book 8735,P. Singh,Wiley,ACC008735
Environmental Science,Environmental Science Advanced Book 8736,A. Iyer,McGraw Hill,ACC008736
Civil Engineering,Civil Engineering Advanced Book 8737,A. Iyer,Elsevier,ACC008737
Environmental Science,Environmental Science Advanced Book 8738,M. Khan,McGraw Hill,ACC008738
Computer Science,Computer Science Advanced Book 8739,V. Rao,Elsevier,ACC008739
Architecture,Architecture Advanced Book 8740,A. Iyer,Oxford,ACC008740
English,English Advanced Book 8741,P. Singh,Pearson,ACC008741
Chemistry,Chemistry Advanced Book 8742,V. Rao,Springer,ACC008742
Law,Law Advanced Book 8743,D. Patel,McGraw Hill,ACC008743
Agriculture,Agriculture Advanced Book 8744,V. Rao,Cambridge,ACC008744
Environmental Science,Environmental Science Advanced Book 8745,J. Das,McGraw Hill,ACC008745
Artificial Intelligence,Artificial Intelligence Advanced Book 8746,P. Singh,Springer,ACC008746
Mathematics,Mathematics Advanced Book 8747,P. Singh,Elsevier,ACC008747
Commerce,Commerce Advanced Book 8748,M. Khan,Oxford,ACC008748
Law,Law Advanced Book 8749,R. Kumar,Oxford,ACC008749
Mechanical Engineering,Mechanical Engineering Advanced Book 8750,A. Iyer,Elsevier,ACC008750
Physics,Physics Advanced Book 8751,J. Das,Oxford,ACC008751
Nursing,Nursing Advanced Book 8752,P. Singh,Elsevier,ACC008752
Political Science,Political Science Advanced Book 8753,J. Das,Oxford,ACC008753
English,English Advanced Book 8754,R. Kumar,McGraw Hill,ACC008754
Mechanical Engineering,Mechanical Engineering Advanced Book 8755,S. Sharma,Springer,ACC008755
Hindi,Hindi Advanced Book 8756,R. Kumar,Pearson,ACC008756
Mathematics,Mathematics Advanced Book 8757,D. Patel,Pearson,ACC008757
Hindi,Hindi Advanced Book 8758,D. Patel,Elsevier,ACC008758
Architecture,Architecture Advanced Book 8759,R. Kumar,Springer,ACC008759
Hindi,Hindi Advanced Book 8760,S. Sharma,Oxford,ACC008760
Chemistry,Chemistry Advanced Book 8761,V. Rao,Pearson,ACC008761
Chemistry,Chemistry Advanced Book 8762,M. Khan,McGraw Hill,ACC008762
English,English Advanced Book 8763,J. Das,Elsevier,ACC008763
Chemical Engineering,Chemical Engineering Advanced Book 8764,P. Singh,Springer,ACC008764
Psychology,Psychology Advanced Book 8765,P. Singh,Oxford,ACC008765
Nursing,Nursing Advanced Book 8766,V. Rao,McGraw Hill,ACC008766
English,English Advanced Book 8767,A. Iyer,Cambridge,ACC008767
Management,Management Advanced Book 8768,R. Kumar,Cambridge,ACC008768
Economics,Economics Advanced Book 8769,M. Khan,Pearson,ACC008769
Chemistry,Chemistry Advanced Book 8770,A. Iyer,Springer,ACC008770
Computer Science,Computer Science Advanced Book 8771,M. Khan,McGraw Hill,ACC008771
Pharmacy,Pharmacy Advanced Book 8772,V. Rao,Cambridge,ACC008772
Sociology,Sociology Advanced Book 8773,P. Singh,Cambridge,ACC008773
Mechanical Engineering,Mechanical Engineering Advanced Book 8774,J. Das,Wiley,ACC008774
Education,Education Advanced Book 8775,R. Kumar,Elsevier,ACC008775
Electronics,Electronics Advanced Book 8776,J. Das,Pearson,ACC008776
Information Technology,Information Technology Advanced Book 8777,J. Das,McGraw Hill,ACC008777
Artificial Intelligence,Artificial Intelligence Advanced Book 8778,D. Patel,Cambridge,ACC008778
History,History Advanced Book 8779,V. Rao,Cambridge,ACC008779
Education,Education Advanced Book 8780,J. Das,Elsevier,ACC008780
Nursing,Nursing Advanced Book 8781,V. Rao,Cambridge,ACC008781
Pharmacy,Pharmacy Advanced Book 8782,M. Khan,Cambridge,ACC008782
Philosophy,Philosophy Advanced Book 8783,V. Rao,Wiley,ACC008783
Artificial Intelligence,Artificial Intelligence Advanced Book 8784,J. Das,Elsevier,ACC008784
Electronics,Electronics Advanced Book 8785,S. Sharma,Oxford,ACC008785
Economics,Economics Advanced Book 8786,M. Khan,Springer,ACC008786
Law,Law Advanced Book 8787,P. Singh,Cambridge,ACC008787
Commerce,Commerce Advanced Book 8788,A. Iyer,Springer,ACC008788
Electronics,Electronics Advanced Book 8789,A. Iyer,Oxford,ACC008789
Hindi,Hindi Advanced Book 8790,A. Iyer,Elsevier,ACC008790
Mathematics,Mathematics Advanced Book 8791,A. Iyer,Oxford,ACC008791
Education,Education Advanced Book 8792,A. Iyer,Springer,ACC008792
Education,Education Advanced Book 8793,D. Patel,McGraw Hill,ACC008793
Chemistry,Chemistry Advanced Book 8794,R. Kumar,Cambridge,ACC008794
Pharmacy,Pharmacy Advanced Book 8795,S. Sharma,Cambridge,ACC008795
Nursing,Nursing Advanced Book 8796,D. Patel,Springer,ACC008796
Chemical Engineering,Chemical Engineering Advanced Book 8797,R. Kumar,Springer,ACC008797
Pharmacy,Pharmacy Advanced Book 8798,S. Sharma,McGraw Hill,ACC008798
Information Technology,Information Technology Advanced Book 8799,P. Singh,Springer,ACC008799
Artificial Intelligence,Artificial Intelligence Advanced Book 8800,D. Patel,Wiley,ACC008800
Architecture,Architecture Advanced Book 8801,J. Das,McGraw Hill,ACC008801
Economics,Economics Advanced Book 8802,A. Iyer,Pearson,ACC008802
Sociology,Sociology Advanced Book 8803,A. Iyer,Elsevier,ACC008803
Pharmacy,Pharmacy Advanced Book 8804,J. Das,Springer,ACC008804
Economics,Economics Advanced Book 8805,R. Kumar,McGraw Hill,ACC008805
Artificial Intelligence,Artificial Intelligence Advanced Book 8806,M. Khan,Elsevier,ACC008806
Chemical Engineering,Chemical Engineering Advanced Book 8807,V. Rao,Elsevier,ACC008807
Computer Science,Computer Science Advanced Book 8808,A. Iyer,McGraw Hill,ACC008808
Psychology,Psychology Advanced Book 8809,D. Patel,Elsevier,ACC008809
Law,Law Advanced Book 8810,D. Patel,Cambridge,ACC008810
Political Science,Political Science Advanced Book 8811,V. Rao,Springer,ACC008811
Agriculture,Agriculture Advanced Book 8812,M. Khan,Oxford,ACC008812
Education,Education Advanced Book 8813,M. Khan,Elsevier,ACC008813
Biotechnology,Biotechnology Advanced Book 8814,P. Singh,Pearson,ACC008814
Hindi,Hindi Advanced Book 8815,S. Sharma,Pearson,ACC008815
Psychology,Psychology Advanced Book 8816,V. Rao,Springer,ACC008816
Economics,Economics Advanced Book 8817,P. Singh,Elsevier,ACC008817
Mathematics,Mathematics Advanced Book 8818,M. Khan,McGraw Hill,ACC008818
Chemical Engineering,Chemical Engineering Advanced Book 8819,V. Rao,Oxford,ACC008819
Sociology,Sociology Advanced Book 8820,S. Sharma,Elsevier,ACC008820
Electrical Engineering,Electrical Engineering Advanced Book 8821,V. Rao,Springer,ACC008821
Chemistry,Chemistry Advanced Book 8822,A. Iyer,Elsevier,ACC008822
Hindi,Hindi Advanced Book 8823,R. Kumar,Wiley,ACC008823
Architecture,Architecture Advanced Book 8824,P. Singh,Oxford,ACC008824
Nursing,Nursing Advanced Book 8825,V. Rao,Wiley,ACC008825
History,History Advanced Book 8826,V. Rao,Wiley,ACC008826
Economics,Economics Advanced Book 8827,S. Sharma,Wiley,ACC008827
Electrical Engineering,Electrical Engineering Advanced Book 8828,J. Das,Pearson,ACC008828
Architecture,Architecture Advanced Book 8829,D. Patel,Cambridge,ACC008829
English,English Advanced Book 8830,R. Kumar,Springer,ACC008830
Tamil,Tamil Advanced Book 8831,D. Patel,McGraw Hill,ACC008831
Tamil,Tamil Advanced Book 8832,P. Singh,Wiley,ACC008832
Environmental Science,Environmental Science Advanced Book 8833,S. Sharma,McGraw Hill,ACC008833
Artificial Intelligence,Artificial Intelligence Advanced Book 8834,R. Kumar,Pearson,ACC008834
Law,Law Advanced Book 8835,A. Iyer,McGraw Hill,ACC008835
Architecture,Architecture Advanced Book 8836,A. Iyer,Elsevier,ACC008836
Hindi,Hindi Advanced Book 8837,R. Kumar,Pearson,ACC008837
Civil Engineering,Civil Engineering Advanced Book 8838,A. Iyer,Pearson,ACC008838
Architecture,Architecture Advanced Book 8839,M. Khan,Wiley,ACC008839
Mechanical Engineering,Mechanical Engineering Advanced Book 8840,P. Singh,Cambridge,ACC008840
Pharmacy,Pharmacy Advanced Book 8841,M. Khan,Wiley,ACC008841
Data Science,Data Science Advanced Book 8842,D. Patel,Elsevier,ACC008842
English,English Advanced Book 8843,P. Singh,Pearson,ACC008843
Tamil,Tamil Advanced Book 8844,J. Das,McGraw Hill,ACC008844
Pharmacy,Pharmacy Advanced Book 8845,V. Rao,Elsevier,ACC008845
Philosophy,Philosophy Advanced Book 8846,M. Khan,Springer,ACC008846
Mathematics,Mathematics Advanced Book 8847,J. Das,Oxford,ACC008847
Electronics,Electronics Advanced Book 8848,D. Patel,Oxford,ACC008848
Hindi,Hindi Advanced Book 8849,R. Kumar,Cambridge,ACC008849
Physics,Physics Advanced Book 8850,R. Kumar,McGraw Hill,ACC008850
History,History Advanced Book 8851,R. Kumar,Pearson,ACC008851
Education,Education Advanced Book 8852,A. Iyer,McGraw Hill,ACC008852
Artificial Intelligence,Artificial Intelligence Advanced Book 8853,V. Rao,Cambridge,ACC008853
Commerce,Commerce Advanced Book 8854,J. Das,McGraw Hill,ACC008854
Political Science,Political Science Advanced Book 8855,D. Patel,Pearson,ACC008855
Hindi,Hindi Advanced Book 8856,V. Rao,Oxford,ACC008856
Mathematics,Mathematics Advanced Book 8857,A. Iyer,Cambridge,ACC008857
Commerce,Commerce Advanced Book 8858,P. Singh,Wiley,ACC008858
Agriculture,Agriculture Advanced Book 8859,A. Iyer,McGraw Hill,ACC008859
Sociology,Sociology Advanced Book 8860,P. Singh,Springer,ACC008860
Information Technology,Information Technology Advanced Book 8861,V. Rao,McGraw Hill,ACC008861
Commerce,Commerce Advanced Book 8862,D. Patel,Cambridge,ACC008862
Nursing,Nursing Advanced Book 8863,M. Khan,Cambridge,ACC008863
Architecture,Architecture Advanced Book 8864,P. Singh,Springer,ACC008864
Management,Management Advanced Book 8865,P. Singh,Wiley,ACC008865
Pharmacy,Pharmacy Advanced Book 8866,R. Kumar,Springer,ACC008866
Law,Law Advanced Book 8867,D. Patel,Oxford,ACC008867
History,History Advanced Book 8868,R. Kumar,McGraw Hill,ACC008868
Commerce,Commerce Advanced Book 8869,D. Patel,Elsevier,ACC008869
Information Technology,Information Technology Advanced Book 8870,S. Sharma,McGraw Hill,ACC008870
Economics,Economics Advanced Book 8871,P. Singh,Wiley,ACC008871
Education,Education Advanced Book 8872,M. Khan,Pearson,ACC008872
Artificial Intelligence,Artificial Intelligence Advanced Book 8873,R. Kumar,Cambridge,ACC008873
Hindi,Hindi Advanced Book 8874,J. Das,Elsevier,ACC008874
Computer Science,Computer Science Advanced Book 8875,P. Singh,Wiley,ACC008875
Electrical Engineering,Electrical Engineering Advanced Book 8876,R. Kumar,Springer,ACC008876
History,History Advanced Book 8877,V. Rao,Pearson,ACC008877
Data Science,Data Science Advanced Book 8878,V. Rao,Cambridge,ACC008878
English,English Advanced Book 8879,A. Iyer,Elsevier,ACC008879
Mechanical Engineering,Mechanical Engineering Advanced Book 8880,S. Sharma,Wiley,ACC008880
History,History Advanced Book 8881,V. Rao,Springer,ACC008881
Agriculture,Agriculture Advanced Book 8882,S. Sharma,Wiley,ACC008882
Mechanical Engineering,Mechanical Engineering Advanced Book 8883,D. Patel,Cambridge,ACC008883
Artificial Intelligence,Artificial Intelligence Advanced Book 8884,M. Khan,Pearson,ACC008884
Hindi,Hindi Advanced Book 8885,V. Rao,McGraw Hill,ACC008885
Electronics,Electronics Advanced Book 8886,A. Iyer,McGraw Hill,ACC008886
Sociology,Sociology Advanced Book 8887,M. Khan,Oxford,ACC008887
Mechanical Engineering,Mechanical Engineering Advanced Book 8888,D. Patel,Wiley,ACC008888
Economics,Economics Advanced Book 8889,S. Sharma,Elsevier,ACC008889
Architecture,Architecture Advanced Book 8890,V. Rao,Pearson,ACC008890
Computer Science,Computer Science Advanced Book 8891,R. Kumar,Wiley,ACC008891
Law,Law Advanced Book 8892,M. Khan,Cambridge,ACC008892
Mathematics,Mathematics Advanced Book 8893,M. Khan,Elsevier,ACC008893
Electronics,Electronics Advanced Book 8894,A. Iyer,Wiley,ACC008894
Electrical Engineering,Electrical Engineering Advanced Book 8895,P. Singh,Oxford,ACC008895
Biotechnology,Biotechnology Advanced Book 8896,R. Kumar,Cambridge,ACC008896
Electronics,Electronics Advanced Book 8897,D. Patel,McGraw Hill,ACC008897
Law,Law Advanced Book 8898,J. Das,Oxford,ACC008898
Hindi,Hindi Advanced Book 8899,A. Iyer,Elsevier,ACC008899
Pharmacy,Pharmacy Advanced Book 8900,D. Patel,Wiley,ACC008900
Artificial Intelligence,Artificial Intelligence Advanced Book 8901,V. Rao,Elsevier,ACC008901
Pharmacy,Pharmacy Advanced Book 8902,M. Khan,Pearson,ACC008902
Architecture,Architecture Advanced Book 8903,V. Rao,Cambridge,ACC008903
Hindi,Hindi Advanced Book 8904,J. Das,Wiley,ACC008904
History,History Advanced Book 8905,A. Iyer,Pearson,ACC008905
Economics,Economics Advanced Book 8906,D. Patel,Wiley,ACC008906
Information Technology,Information Technology Advanced Book 8907,M. Khan,Cambridge,ACC008907
History,History Advanced Book 8908,D. Patel,McGraw Hill,ACC008908
Mathematics,Mathematics Advanced Book 8909,P. Singh,Cambridge,ACC008909
Agriculture,Agriculture Advanced Book 8910,S. Sharma,McGraw Hill,ACC008910
Education,Education Advanced Book 8911,M. Khan,McGraw Hill,ACC008911
History,History Advanced Book 8912,D. Patel,Oxford,ACC008912
Hindi,Hindi Advanced Book 8913,S. Sharma,Springer,ACC008913
